Player,#,Class,Pos,Height,Weight,Hometown,High School,RSCI Top 100,Height_cm,Weight_kg,PTS,REB,AST,School
Jamal Johnson,11.0,JR,G,6-4,195,"Birmingham, AL",Spain Park (AL),,193.0,88.5,9.4,2.5,1.3,auburn
JT Thor,10.0,FR,F,6-10,205,"Anchorage, AK",Norcross HS,44 (2020),208.3,93.0,9.4,5.0,0.9,auburn
Sharife Cooper,2.0,FR,G,6-1,180,"Powder Springs, GA",McEachern HS,19 (2020),185.4,81.6,20.2,4.3,8.1,auburn
Devan Cambridge,35.0,SO,G,6-6,215,"Nashville, TN",Hillcrest Prep,,198.1,97.5,8.9,3.6,0.7,auburn
Justin Powell,24.0,FR,G,6-6,205,"Prospect, KY",North Oldham HS,,198.1,93.0,11.7,6.1,4.7,auburn
Dylan Cardwell,44.0,FR,C,6-11,250,"Augusta, GA",McEachern HS,,210.8,113.4,3.8,3.6,0.5,auburn
Chris Moore,5.0,FR,F,6-6,240,"West Memphis, AR",West Memphis HS,,198.1,108.9,2.8,2.0,0.5,auburn
Babatunde Akingbola,23.0,SO,C,6-10,245,"Powder Springs, GA",McEachern HS,,208.3,111.1,1.9,2.6,0.2,auburn
Javon Franklin,13.0,JR,F,6-7,220,"Little Rock, AR",Parkview Magnet (AR),,200.7,99.8,1.3,1.6,0.2,auburn
Tyrell Jones,0.0,SO,G,6-1,195,"Chicago, IL",West Oaks Academy,,185.4,88.5,3.3,1.3,1.1,auburn
Lior Berman,24.0,SO,G,6-4,215,"Birmingham, AL",Mountain Brook HS,,193.0,97.5,1.2,0.2,0.0,auburn
Chandler Leopard,25.0,SO,G,6-3,195,"Athens, AL",Athens (AL),,190.5,88.5,1.0,0.3,0.0,auburn
Preston Cook,14.0,JR,G,6-4,205,"Auburn, AL",Auburn HS,,193.0,93.0,0.2,0.4,0.2,auburn
Chase Maasdorp,33.0,SO,G,6-0,175,"Sarasota, FL",The Out-of-Door Academy,,182.9,79.4,0.7,0.7,0.3,auburn
Ayo Dosunmu,11.0,JR,G,6-5,200,"Chicago, IL",Morgan Park HS,32 (2018),195.6,90.7,20.1,6.3,5.3,illinois
Kofi Cockburn,21.0,SO,C,7-0,285,"Kingston, Jamaica",Oak Hill Academy,43 (2019),213.4,129.3,17.7,9.5,0.2,illinois
Trent Frazier,1.0,SR,G,6-2,175,"Wellington, FL",Wellington High School,,188.0,79.4,10.2,2.7,2.7,illinois
Andre Curbelo,5.0,FR,G,6-1,175,"Vega Baja, Puerto Rico",Long Island Lutheran HS,45 (2020),185.4,79.4,9.1,4.0,4.2,illinois
Adam Miller,44.0,FR,G,6-3,180,"Peoria, IL",Morgan Park HS,29 (2020),190.5,81.6,8.3,2.8,0.8,illinois
Da'Monte Williams,20.0,SR,G,6-3,215,"Peoria, IL",Manual HS,,190.5,97.5,5.5,5.3,1.7,illinois
Giorgi Bezhanishvili,15.0,JR,F,6-9,245,"Rustavi, Georgia",The Patrick School,,205.7,111.1,5.1,2.7,0.4,illinois
Jacob Grandison,3.0,JR,G,6-6,205,"Oakland, CA",Phillips Exeter Academy,,198.1,93.0,4.6,3.4,1.3,illinois
Coleman Hawkins,33.0,FR,F,6-10,200,"Sacramento, CA",Prolific Prep,,208.3,90.7,1.4,0.8,0.4,illinois
Jermaine Hamlin,34.0,SO,C,6-10,235,"Lincoln, IL",Lincoln (IL),,208.3,106.6,1.0,0.4,0.0,illinois
Tyler Underwood,32.0,SR,G,6-2,180,"Stillwater, OK",Nacogdoches High School,,188.0,81.6,0.7,0.3,0.0,illinois
Zach Griffith,4.0,SR,F,6-6,220,"Fisher, IL",Fishers HS,,198.1,99.8,0.6,0.9,0.0,illinois
Brandon Lieb,12.0,FR,C,7-0,210,"Deerfield, IL",Deerfield HS,,213.4,95.3,0.8,1.2,0.2,illinois
Benjamin Bosmans-Verdonk,13.0,SO,F,6-8,235,"Lommel, Belgium",KA Pegasus (Belgium),,203.2,106.6,0.3,0.4,0.0,illinois
Connor Serven,2.0,FR,F,6-9,215,"Bushnell, IL",St. Rita HS,,205.7,97.5,0.3,0.3,0.0,illinois
Edgar Padilla,10.0,FR,G,6-1,165,"Carolina, Puerto Rico",San Ignacio de Loyola (PR),,185.4,74.8,0.0,0.0,0.0,illinois
Neemias Queta,23.0,JR,C,7-0,245,"Barreiro, Portugal",Benfica (Portugal),,213.4,111.1,14.9,10.1,2.7,utah-state
Justin Bean,34.0,JR,F,6-7,210,"Moore, OK",Southmoore HS,,200.7,95.3,11.4,7.7,1.9,utah-state
Marco Anthony,10.0,JR,G,6-5,225,"San Antonio, TX",Oliver Wendell Holmes High School,,195.6,102.1,10.0,4.8,3.1,utah-state
Brock Miller,22.0,JR,G,6-5,200,"Sandy, UT",Brighton High School,,195.6,90.7,8.8,1.8,0.9,utah-state
Rollie Worster,25.0,FR,G,6-3,200,"Missoula, MT",Hellgate HS,,190.5,90.7,9.1,3.8,3.5,utah-state
Alphonso Anderson,10.0,SR,F,6-6,220,"Tacoma, WA",Garfield (WA),,198.1,99.8,6.8,2.8,0.7,utah-state
Steven Ashworth,3.0,FR,G,6-1,170,"Alpine, UT",Lone Peak HS,,185.4,77.1,6.1,1.9,2.6,utah-state
Sean Bairstow,2.0,SO,G,6-8,190,"Brisbane, Australia",Churchie (Australia),,203.2,86.2,3.7,1.1,0.8,utah-state
Trevin Dorius,32.0,SO,F,7-0,240,"Heber City, UT",Wasatch HS,,213.4,108.9,2.0,2.7,0.3,utah-state
Max Shulga,11.0,FR,G,6-4,197,"Kyiv, Ukraine",Basketball School of Excellence,,193.0,89.4,1.6,1.8,0.3,utah-state
Szymon Zapala,12.0,FR,C,6-11,240,"Zaborze, Poland",PZKosz WÅadysÅawowo (Poland),,210.8,108.9,1.1,1.2,0.2,utah-state
Zahar Vedischev,30.0,FR,G,6-6,180,"Moscow, Russia",Lokomotiv Kuban-2 (Russia),,198.1,81.6,2.2,0.6,0.2,utah-state
Karson Stastny,21.0,FR,G,6-4,175,"Celina, TX",Celina HS,,193.0,79.4,0.4,0.0,0.1,utah-state
Kuba Karwowski,54.0,SR,C,7-2,220,"Warsaw, Poland",Wladyslawowo (Poland),,218.4,99.8,0.5,0.3,0.0,utah-state
Liam McChesney,13.0,FR,F,6-10,185,"Prince Rupert, Canada",Charles Hays Secondary School,,208.3,83.9,0.7,1.0,0.0,utah-state
Matthew Wickizer,35.0,FR,F,6-9,210,"North Salt Lake, UT",Kearns HS,,205.7,95.3,0.0,0.4,0.0,utah-state
Luka Garza,55.0,SR,F,6-11,265,"Washington, DC",Maret High School,93 (2017),210.8,120.2,24.1,8.7,1.7,iowa
Joe Wieskamp,10.0,JR,G,6-6,212,"Muscatine, IA",Muscatine HS,54 (2018),198.1,96.2,14.8,6.6,1.7,iowa
Jordan Bohannon,3.0,SR,G,6-1,175,"Marion, IA",Linn-Mar High School,,185.4,79.4,10.6,3.1,4.4,iowa
Keegan Murray,15.0,FR,F,6-8,215,"Cedar Rapids, IA",DME Sports Academy,,203.2,97.5,7.2,5.1,0.5,iowa
CJ Fredrick,5.0,SO,G,6-3,195,"Cincinnati, OH",Covington HS,,190.5,88.5,7.5,1.1,1.9,iowa
Patrick McCaffery,22.0,FR,F,6-9,200,"Iowa City, IA",Iowa City West (IA),69 (2019),205.7,90.7,5.2,2.7,0.9,iowa
Jack Nunge,24.0,SO,F,6-11,245,"Newburgh, IN",Castle High School,,210.8,111.1,7.1,5.3,1.3,iowa
Joe Toussaint,2.0,SO,G,6-0,190,"Bronx, NY",Cardinal Hayes (NY),,182.9,86.2,3.7,1.2,2.4,iowa
Connor McCaffery,30.0,JR,G,6-5,205,"Iowa City, IA",West High School,,195.6,93.0,3.3,3.1,3.6,iowa
Tony Perkins,11.0,FR,G,6-4,210,"Indianapolis, IN",Lawrence North HS,,193.0,95.3,1.6,1.3,0.7,iowa
Ahron Ulis,4.0,FR,G,6-3,190,"Chicago, IL",Marian Catholic HS,,190.5,86.2,1.6,0.9,1.2,iowa
Austin Ash,13.0,JR,G,6-3,179,"Cedar Rapids, IA",Mount Vernon HS,,190.5,81.2,1.7,0.4,0.2,iowa
Kris Murray,24.0,FR,F,6-8,215,"Cedar Rapids, IA",DME Sports Academy,,203.2,97.5,0.6,0.6,0.1,iowa
Josh Ogundele,23.0,FR,F,6-10,285,"London, United Kingdom",Worcester Academy,,208.3,129.3,0.9,1.0,0.0,iowa
Michael Baer,24.0,SR,F,6-7,215,"Bettendorf, IA",Bettendorf HS,,200.7,97.5,0.3,0.3,0.0,iowa
Nicolas Hobbs,24.0,SR,G,6-2,200,"Chicago, IL",Fenwick HS,,188.0,90.7,0.0,0.0,0.0,iowa
Colbey Ross,4.0,SR,G,6-1,180,"Aurora, CO",Eaglecrest High School,,185.4,81.6,17.5,4.1,7.7,pepperdine
Kessler Edwards,15.0,JR,F,6-8,200,"Rancho Cucamonga, CA",Etiwanda HS,,203.2,90.7,17.2,6.8,1.2,pepperdine
Jade' Smith,5.0,JR,G,6-4,190,"Oakland, CA",St. Joseph Notre Dame High School,,193.0,86.2,8.4,3.7,2.1,pepperdine
Sedrick Altman,0.0,SO,G,6-2,180,"Rialto, CA",Colony HS,,188.0,81.6,8.1,3.4,2.1,pepperdine
Jan Zidek,31.0,SO,F,6-9,230,"Prague, Czechia",Oty Pavla (Czechia),,205.7,104.3,9.4,3.5,0.5,pepperdine
Kene Chukwuka,24.0,SR,F,6-9,225,"Stockholm, Sweden",Soderslatts Gymnasiet,,205.7,102.1,6.6,5.1,1.2,pepperdine
Victor Ohia Obioha,34.0,JR,C,6-9,205,"Owerri, Nigeria",Hillcrest HS,,205.7,93.0,5.6,4.2,0.2,pepperdine
Darryl Polk,2.0,JR,G,5-9,155,"Long Beach, CA",Long Beach Poly HS,,175.3,70.3,3.9,2.1,1.5,pepperdine
Kendall Munson,12.0,FR,F,6-8,210,"Seattle, WA",Garfield HS,,203.2,95.3,4.2,2.1,0.2,pepperdine
Andre Ball,10.0,SO,G,6-7,190,"Chino Hills, CA",Chino Hills HS,,200.7,86.2,2.8,2.3,0.7,pepperdine
Majok Deng,22.0,FR,G,6-5,190,"Tucson, AZ",Salpointe Catholic HS,,195.6,86.2,2.6,1.5,0.1,pepperdine
Robbie Heath,44.0,SO,G,6-3,180,"Whittlesea, Australia",Abington (PA),,190.5,81.6,4.1,1.4,0.9,pepperdine
Jay Yoon,14.0,JR,G,6-4,195,"Arcadia, CA",Arcadia HS,,193.0,88.5,0.9,0.6,0.1,pepperdine
Michael Wexler,3.0,JR,G,5-11,175,"Plymouth, MN",Benilde-St. Margaret's School,,180.3,79.4,0.7,0.0,0.0,pepperdine
Malachy Caffrey,13.0,FR,G,6-1,175,"Selah, WA",La Salle HS,,185.4,79.4,0.0,0.0,0.0,pepperdine
Everett Perrot,25.0,SO,F,6-6,215,"Elk Grove, CA",Christian Brothers HS,,198.1,97.5,0.0,0.0,0.0,pepperdine
Teddy Allen,0.0,JR,F,6-6,223,"Mesa, AZ",Boys Town High School,,198.1,101.2,16.5,4.7,1.7,nebraska
Trey McGowens,2.0,JR,G,6-4,191,"Pendleton, SC",Hargrave Military Academy,,193.0,86.6,10.7,3.9,2.3,nebraska
Dalano Banton,45.0,SO,G,6-9,204,"Toronto, Canada",Redemption Christian Academy,,205.7,92.5,9.6,5.9,3.9,nebraska
Lat Mayen,11.0,SO,F,6-9,205,"Adelaide, Australia",Australian Institute of Sport,,205.7,93.0,8.6,4.6,0.6,nebraska
Kobe Webster,10.0,SR,G,6-0,172,"Indianapolis, IN",Park Tudor School,,182.9,78.0,8.1,1.7,1.3,nebraska
Shamiel Stevenson,4.0,JR,G,6-6,245,"Toronto, Canada",Hillcrest Academy,,198.1,111.1,5.5,2.4,0.6,nebraska
Thorir Thorbjarnarson,34.0,SR,G,6-6,202,"Reykjavik, Iceland",Menntaskolinn i Reykjavik,,198.1,91.6,3.9,3.1,1.7,nebraska
Derrick Walker,13.0,JR,F,6-8,232,"Kansas City, MO",Raytown Senior High School,,203.2,105.2,5.9,4.7,1.6,nebraska
Yvan Ouedraogo,24.0,SO,F,6-9,245,"Bordeaux, France",Institut national du sport (France),,205.7,111.1,3.4,3.7,0.4,nebraska
Eduardo Andre,35.0,FR,F,6-11,228,"London, Azerbaijan",AZ Compass Prep (AZ),,210.8,103.4,2.7,2.2,0.5,nebraska
Trevor Lakes,14.0,SR,F,6-8,215,"Lebanon, IN",Lebanon (IN),,203.2,97.5,3.2,1.1,0.4,nebraska
Elijah Wood,10.0,FR,G,6-6,180,"Silver Springs, MD",Bethesda-Chevy Chase (MD); Berkmar (GA),,198.1,81.6,0.8,0.4,0.2,nebraska
Jace Piatkowski,21.0,FR,G,6-3,184,"Omaha, NE",Elkhorn South (NE),,190.5,83.5,0.4,0.2,0.0,nebraska
Bret Porter,44.0,FR,F,6-5,228,"Omaha, NE",Millard North (NE),,195.6,103.4,0.0,0.1,0.1,nebraska
Charles Bassey,23.0,JR,C,6-11,235,"Lagos, Nigeria",Aspire Academy,9 (2018),210.8,106.6,17.6,11.6,0.7,western-kentucky
Taveion Hollingsworth,11.0,SR,G,6-2,165,"Lexington, KY",Paul Laurence Dunbar High School,,188.0,74.8,13.9,3.8,2.4,western-kentucky
Josh Anderson,4.0,SR,G,6-6,190,"Baton Rouge, LA",Madison Prep Academy,62 (2017),198.1,86.2,9.3,3.9,1.1,western-kentucky
Jordan Rawls,4.0,SO,G,6-1,180,"Chattanooga, TN",Hamilton Heights Christian Academy,,185.4,81.6,8.3,2.1,2.1,western-kentucky
Carson Williams,22.0,SR,F,6-5,240,"Owenton, KY",Owen County High School,,195.6,108.9,7.5,5.3,1.0,western-kentucky
Luke Frampton,14.0,JR,G,6-5,200,"Poca, WV",Poca HS,,195.6,90.7,7.4,1.8,1.2,western-kentucky
Dayvion McKnight,20.0,FR,G,6-1,190,"Shelbyville, KY",Collins HS,,185.4,86.2,5.8,3.6,3.8,western-kentucky
Kenny Cooper,21.0,SR,G,6-0,190,"Nashville, TN",Franklin Road Academy,,182.9,86.2,2.6,1.3,1.8,western-kentucky
Kevin Osawe,20.0,JR,F,6-6,205,"Toronto, Canada",Toronto Central Tech (ON),,198.1,93.0,2.2,1.9,0.2,western-kentucky
Kylen Milton,1.0,FR,G,6-4,190,"Monticello, AR",Core Four Academy,,193.0,86.2,2.7,1.0,0.1,western-kentucky
Isaiah Cozart,50.0,SO,F,6-7,235,"Richmond, KY",Madison Central HS,,200.7,106.6,1.6,2.0,0.1,western-kentucky
Jackson Harlan,12.0,SO,G,6-3,190,"Albany, KY",Clinton County HS,,190.5,86.2,0.7,0.1,0.0,western-kentucky
Bailey Conrad,32.0,FR,F,6-7,220,"Corydon, IN",Christian Academy of Indiana,,200.7,99.8,0.0,0.0,0.0,western-kentucky
Patrick Murphy,15.0,SR,G,6-5,180,"Franklin, TN",Independence (TN),,195.6,81.6,0.0,0.0,0.0,western-kentucky
Sandro Mamukelashvili,23.0,SR,F,6-11,240,"Tbilisi, Georgia",Montverde Academy,,210.8,108.9,17.5,7.6,3.2,seton-hall
Jared Rhoden,14.0,JR,G,6-6,210,"Baldwin, NY",Our Saviour Lutheran (NY),,198.1,95.3,14.9,6.7,1.9,seton-hall
Myles Cale,22.0,SR,G,6-6,210,"Middletown, DE",Appoquinimink High School,79 (2017),198.1,95.3,11.6,3.6,0.9,seton-hall
Shavar Reynolds,33.0,SR,G,6-2,185,"Manchester, NJ",Manchester Township High School,,188.0,83.9,7.7,2.6,4.2,seton-hall
Tyrese Samuel,4.0,SO,F,6-10,235,"MontrÃ©al, Canada",Orangeville Prep,,208.3,106.6,5.4,3.3,0.6,seton-hall
Takal Molson,15.0,JR,G,6-5,205,"Buffalo, NY",TAAG Academy,,195.6,93.0,5.3,2.9,0.9,seton-hall
Ike Obiagu,21.0,JR,C,7-2,270,"Abuja, Nigeria",Greenforest Christian High School,63 (2017),218.4,122.5,4.9,4.5,0.2,seton-hall
Bryce Aiken,1.0,SR,G,6-0,180,"Randolph, NJ",The Patrick School,,182.9,81.6,5.7,0.9,1.5,seton-hall
Jahari Long,25.0,FR,G,6-5,210,"Houston, TX",Episcopal HS,,195.6,95.3,1.0,0.6,0.3,seton-hall
Tray Jackson,2.0,SO,F,6-9,205,"Detroit, MI",Sunrise Christian (KS),77 (2019),205.7,93.0,1.3,1.3,0.0,seton-hall
DImingus Stevens,0.0,FR,G,6-6,180,"Washington, DC",Bishop Walsh HS,,198.1,81.6,0.7,0.2,0.0,seton-hall
Sylwester Granda,30.0,FR,G,6-4,195,"Brooklyn, NY",High School for Environmental Studies,,193.0,88.5,0.0,0.0,0.2,seton-hall
Aaron Wiggins,2.0,JR,G,6-6,200,"Greensboro, NC",Wesleyan Christian Academy,41 (2018),198.1,90.7,14.5,5.8,2.5,maryland
Eric Ayala,5.0,JR,G,6-5,195,"Wilmington, DE",IMG Academy,84 (2018),195.6,88.5,15.1,4.3,2.2,maryland
Donta Scott,24.0,SO,F,6-7,225,"Philadelphia, PA",Imhotep Charter,,200.7,102.1,11.0,5.9,2.0,maryland
Darryl Morsell,32.0,SR,G,6-5,200,"Baltimore, MD",Mount Saint Joseph College,89 (2017),195.6,90.7,9.0,4.0,2.8,maryland
Hakim Hart,13.0,SO,G,6-6,200,"Philadelphia, PA",Roman Catholic HS,,198.1,90.7,7.1,3.5,1.9,maryland
Jairus Hamilton,3.0,JR,F,6-8,234,"Charlotte, NC",Cannon School,69 (2018),203.2,106.1,6.5,2.4,0.7,maryland
Galin Smith,30.0,SR,F,6-9,240,"Clinton, MS",Clinton High School,,205.7,108.9,3.7,2.3,0.4,maryland
Aquan Smart,10.0,FR,G,6-3,200,"Evanston, IL",Niles North HS,,190.5,90.7,1.4,0.9,0.6,maryland
Chol Marial,11.0,SO,C,7-2,230,"Rumbek, South Sudan",AZ Compass Prep (AZ),93 (2019),218.4,104.3,1.6,1.1,0.1,maryland
Marcus Dockery,0.0,FR,G,6-2,170,"Washington, DC",Brewster Academy HS,,188.0,77.1,1.4,0.3,0.1,maryland
James Graham,1.0,FR,F,6-8,205,"Milwaukee, WI",Nicolet HS,,203.2,93.0,1.3,1.3,0.1,maryland
Reese Mona,12.0,SR,G,6-2,180,"La Plata, MD",St. John's College High School,,188.0,81.6,0.4,0.6,0.6,maryland
Jade Brahmbhatt,22.0,SO,G,6-0,165,"Olney, MD",Bethesda Chevy Chase HS,,182.9,74.8,3.0,0.0,0.0,maryland
Arnaud Revaz,31.0,FR,F,6-10,220,"Sion, Switzerland",Bourg-en-Bresse (France),,208.3,99.8,0.6,1.2,0.2,maryland
Aidan McCool,14.0,FR,G,6-3,155,"Charleston, SC",Bishop England HS,,190.5,70.3,1.0,0.0,0.5,maryland
